"workflow_id","display_name","diagnosis_label","specialty_id","age_min_months","age_max_years","sex","excluded_from_limited_testing"
"pain-multidisciplinary-pain-plan-documentation","Multidisciplinary pain plan documentation-only","Multidisciplinary pain plan documentation-only","Pain Medicine","","","","false"
"pain-nerve-block-follow-up-documentation","Nerve block follow-up documentation","Nerve block follow-up documentation","Pain Medicine","","","","false"
"pain-neuropathic-pain-review","Neuropathic pain review","Neuropathic pain review","Pain Medicine","","","","false"
"pain-opioid-medication-review-documentation","Opioid medication review documentation","Opioid medication review documentation","Pain Medicine","","","","false"
"pain-post-discharge-pain-follow-up","Post-discharge pain follow-up","Post-discharge pain follow-up","Pain Medicine","","","","false"
"pain-post-operative-pain-review","Post-operative pain review","Post-operative pain review","Pain Medicine","","","","false"
"pain-procedure-follow-up-documentation","Pain procedure follow-up documentation","Pain procedure follow-up documentation","Pain Medicine","","","","false"
"pain-safety-net-documentation","Pain safety-net documentation","Pain safety-net documentation","Pain Medicine","","","","false"
"pain-self-management-discussion-documentation","Pain self-management discussion documentation","Pain self-management discussion documentation","Pain Medicine","","","","false"
"pain-sleep-impact-documentation","Pain sleep impact documentation","Pain sleep impact documentation","Pain Medicine","","","","false"
"pain-substance-risk-screening-pain-documentation","Substance risk screening pain documentation","Substance risk screening pain documentation","Pain Medicine","","","","false"
"pain-work-impact-pain-documentation","Work impact pain documentation","Work impact pain documentation","Pain Medicine","","","","false"
"peds-acne-in-adolescent","Acne in adolescent","Acne in adolescent","Pediatrics","0","17","","false"
"peds-adhd-follow-up-documentation","ADHD follow-up documentation","ADHD follow-up documentation","Pediatrics","0","17","","false"
"peds-anxiety-symptoms-in-child","Anxiety symptoms in child","Anxiety symptoms in child","Pediatrics","0","17","","false"
"peds-autism-developmental-concern","Autism developmental concern","Autism developmental concern","Pediatrics","0","17","","false"
"peds-bedwetting-documentation","Bedwetting documentation","Bedwetting documentation","Pediatrics","0","17","","false"
"peds-behavior-concern-documentation","Behavior concern documentation","Behavior concern documentation","Pediatrics","0","17","","false"
"peds-bullying-related-health-documentation","Bullying-related health documentation","Bullying-related health documentation","Pediatrics","0","17","","false"
"peds-developmental-milestone-review","Developmental milestone review","Developmental milestone review","Pediatrics","0","17","","false"
"peds-diaper-rash-follow-up","Diaper rash follow-up","Diaper rash follow-up","Pediatrics","0","17","","false"
"peds-ear-pain-follow-up-in-child","Ear pain follow-up in child","Ear pain follow-up in child","Pediatrics","0","17","","false"
"peds-eating-concern-in-adolescent","Eating concern in adolescent","Eating concern in adolescent","Pediatrics","0","17","","false"
"peds-family-social-stress-review-child","Family social stress review child","Family social stress review child","Pediatrics","0","17","","false"
"peds-feeding-difficulty","Feeding difficulty","Feeding difficulty","Pediatrics","0","17","","false"
"peds-food-allergy-documentation","Food allergy documentation","Food allergy documentation","Pediatrics","0","17","","false"
"peds-growing-pains-documentation","Growing pains documentation","Growing pains documentation","Pediatrics","0","17","","false"
"peds-growth-chart-review","Growth chart review","Growth chart review","Pediatrics","0","17","","false"
"peds-hearing-concern-in-child","Hearing concern in child","Hearing concern in child","Pediatrics","0","17","","false"
"peds-immunization-catch-up-review","Immunization catch-up review","Immunization catch-up review","Pediatrics","0","17","","false"
"peds-infant-colic-documentation","Infant colic documentation","Infant colic documentation","Pediatrics","0","17","","false"
"peds-infant-reflux-symptoms","Infant reflux symptoms","Infant reflux symptoms","Pediatrics","0","17","","false"
"peds-limping-child-follow-up","Limping child follow-up","Limping child follow-up","Pediatrics","0","17","","false"
"peds-medication-allergy-documentation-child","Medication allergy documentation child","Medication allergy documentation child","Pediatrics","0","17","","false"
"peds-menstrual-concern-in-adolescent","Menstrual concern in adolescent","Menstrual concern in adolescent","Pediatrics","0","17","","false"
"peds-minor-head-injury-follow-up-child","Minor head injury follow-up child","Minor head injury follow-up child","Pediatrics","0","17","","false"
"peds-mood-concern-in-adolescent","Mood concern in adolescent","Mood concern in adolescent","Pediatrics","0","17","","false"
"peds-newborn-feeding-review","Newborn feeding review","Newborn feeding review","Pediatrics","0","17","","false"
"peds-newborn-jaundice-follow-up","Newborn jaundice follow-up","Newborn jaundice follow-up","Pediatrics","0","17","","false"
"peds-obesity-follow-up-in-child","Obesity follow-up in child","Obesity follow-up in child","Pediatrics","0","17","","false"
"peds-pediatric-abdominal-pain-follow-up","Pediatric abdominal pain follow-up","Pediatric abdominal pain follow-up","Pediatrics","0","17","","false"
"peds-pediatric-allergic-rhinitis","Pediatric allergic rhinitis","Pediatric allergic rhinitis","Pediatrics","0","17","","false"
"peds-pediatric-allergy-action-plan-documentation","Pediatric allergy action plan documentation","Pediatric allergy action plan documentation","Pediatrics","0","17","","false"
"peds-pediatric-anemia-result-review","Pediatric anemia result review","Pediatric anemia result review","Pediatrics","0","17","","false"
"peds-pediatric-asthma-review","Pediatric asthma review","Pediatric asthma review","Pediatrics","0","17","","false"
"peds-pediatric-chronic-disease-follow-up","Pediatric chronic disease follow-up","Pediatric chronic disease follow-up","Pediatrics","0","17","","false"
"peds-pediatric-constipation","Pediatric constipation","Pediatric constipation","Pediatrics","0","17","","false"
"peds-pediatric-cough-follow-up","Pediatric cough follow-up","Pediatric cough follow-up","Pediatrics","0","17","","false"
"peds-pediatric-diarrhea-follow-up","Pediatric diarrhea follow-up","Pediatric diarrhea follow-up","Pediatrics","0","17","","false"
"peds-pediatric-dizziness","Pediatric dizziness","Pediatric dizziness","Pediatrics","0","17","","false"
"peds-pediatric-eczema-follow-up","Pediatric eczema follow-up","Pediatric eczema follow-up","Pediatrics","0","17","","false"
"peds-pediatric-fatigue","Pediatric fatigue","Pediatric fatigue","Pediatrics","0","17","","false"
"peds-pediatric-fever-follow-up","Pediatric fever follow-up","Pediatric fever follow-up","Pediatrics","0","17","","false"
"peds-pediatric-headache-follow-up","Pediatric headache follow-up","Pediatric headache follow-up","Pediatrics","0","17","","false"
"peds-pediatric-injury-follow-up","Pediatric injury follow-up","Pediatric injury follow-up","Pediatrics","0","17","","false"
"peds-pediatric-medication-review","Pediatric medication review","Pediatric medication review","Pediatrics","0","17","","true"
"peds-pediatric-rash-documentation","Pediatric rash documentation","Pediatric rash documentation","Pediatrics","0","17","","false"
"peds-pediatric-result-review","Pediatric result review","Pediatric result review","Pediatrics","0","17","","false"
"peds-pediatric-travel-advice-documentation","Pediatric travel advice documentation","Pediatric travel advice documentation","Pediatrics","0","17","","false"
"peds-pediatric-urinary-symptoms","Pediatric urinary symptoms","Pediatric urinary symptoms","Pediatrics","0","17","","false"
"peds-pediatric-vitamin-d-review","Pediatric vitamin D review","Pediatric vitamin D review","Pediatrics","0","17","","false"
"peds-pediatric-vomiting-follow-up","Pediatric vomiting follow-up","Pediatric vomiting follow-up","Pediatrics","0","17","","false"
"peds-pediatric-wheeze-follow-up","Pediatric wheeze follow-up","Pediatric wheeze follow-up","Pediatrics","0","17","","false"
"peds-pediatric-wound-review","Pediatric wound review","Pediatric wound review","Pediatrics","0","17","","false"
"peds-poor-weight-gain","Poor weight gain","Poor weight gain","Pediatrics","0","17","","false"
"peds-post-viral-pediatric-review","Post-viral pediatric review","Post-viral pediatric review","Pediatrics","0","17","","false"
"peds-puberty-concern","Puberty concern","Puberty concern","Pediatrics","0","17","","false"
"peds-recurrent-infections-in-child","Recurrent infections in child","Recurrent infections in child","Pediatrics","0","17","","false"
"peds-safeguarding-prompt-documentation","Safeguarding prompt documentation","Safeguarding prompt documentation","Pediatrics","0","17","","true"
"peds-school-absence-note","School absence note","School absence note","Pediatrics","0","17","","false"
"peds-school-performance-concern","School performance concern","School performance concern","Pediatrics","0","17","","false"
"peds-short-stature-review","Short stature review","Short stature review","Pediatrics","0","17","","false"
"peds-sleep-difficulty-in-child","Sleep difficulty in child","Sleep difficulty in child","Pediatrics","0","17","","false"
"peds-speech-delay-concern","Speech delay concern","Speech delay concern","Pediatrics","0","17","","false"
"peds-sports-clearance-documentation","Sports clearance documentation","Sports clearance documentation","Pediatrics","0","17","","false"
"peds-tall-stature-review","Tall stature review","Tall stature review","Pediatrics","0","17","","false"
"peds-toilet-training-concern","Toilet training concern","Toilet training concern","Pediatrics","0","17","","false"
"peds-tonsil-symptoms-in-child","Tonsil symptoms in child","Tonsil symptoms in child","Pediatrics","0","17","","false"
"peds-underweight-follow-up-in-child","Underweight follow-up in child","Underweight follow-up in child","Pediatrics","0","17","","false"
"peds-vaccine-counseling-documentation","Vaccine counseling documentation","Vaccine counseling documentation","Pediatrics","0","17","","false"
